order_id,company_id,company_name,date,order_value,sale_converted,sales_rep,sales_rep_id
5XYNX2H3C0QC5Y52,TRR25HYCHKIJXEKN,Identical Mules,07-07-2017,7054,1,Alvin Jenson,EC6ZO52HL81ANX7W
B85BX85ZTPGZ7S17,TRR25HYCHKIJXEKN,Identical Mules,21-10-2017,6814,1,Alvin Jenson,EC6ZO52HL81ANX7W
3RDTOYJIJ48P02PH,TRR25HYCHKIJXEKN,Identical Mules,31-08-2018,2335,0,Alvin Jenson,EC6ZO52HL81ANX7W
YGIMLREVFSSQNP9T,TRR25HYCHKIJXEKN,Identical Mules,05-10-2017,9688,0,Alvin Jenson,EC6ZO52HL81ANX7W
L8PPOTLOSPTGXIRO,TRR25HYCHKIJXEKN,Identical Mules,16-12-2016,2348,1,Alvin Jenson,EC6ZO52HL81ANX7W
HEPBK7V25FKY6KCD,TRR25HYCHKIJXEKN,Identical Mules,22-10-2016,4274,0,Alvin Jenson,EC6ZO52HL81ANX7W
4CZN2819ANAKBRN6,TRR25HYCHKIJXEKN,Identical Mules,20-06-2017,5981,0,Alvin Jenson,EC6ZO52HL81ANX7W
7DPXNJ1FOCFPT1L4,TRR25HYCHKIJXEKN,Identical Mules,14-04-2014,4145,0,Alvin Jenson,EC6ZO52HL81ANX7W
4K1U40BJNDJQXFQX,TRR25HYCHKIJXEKN,Identical Mules,10-08-2016,8245,0,Alvin Jenson,EC6ZO52HL81ANX7W
KO28302LBP6SXRYZ,TRR25HYCHKIJXEKN,Identical Mules,29-10-2015,8857,0,Alvin Jenson,EC6ZO52HL81ANX7W
BFJOE3Q9B7UXWPJ7,4C4ES2FYAC1M0VST,Central Biddies,15-11-2017,4038,1,Alvin Jenson,EC6ZO52HL81ANX7W
LKQBVAXFDKBDDQL6,4C4ES2FYAC1M0VST,Central Biddies,18-11-2014,2885,0,Alvin Jenson,EC6ZO52HL81ANX7W
3QYDLN7LAUWMLEKK,4C4ES2FYAC1M0VST,Central Biddies,28-02-2016,9451,0,Alvin Jenson,EC6ZO52HL81ANX7W
HQ0742ENJGW17SLN,4C4ES2FYAC1M0VST,Central Biddies,03-04-2016,5134,1,Alvin Jenson,EC6ZO52HL81ANX7W
37E8BYQMMS8MJEX7,4C4ES2FYAC1M0VST,Central Biddies,01-05-2016,2742,0,Alvin Jenson,EC6ZO52HL81ANX7W
U019M3F21W1VA9BG,4C4ES2FYAC1M0VST,Central Biddies,18-02-2016,223,0,Alvin Jenson,EC6ZO52HL81ANX7W
O5Y6A92VN9SZOAX7,4C4ES2FYAC1M0VST,Central Biddies,10-04-2014,4031,0,Alvin Jenson,EC6ZO52HL81ANX7W
4A4BLXV0WJM8WVIO,4C4ES2FYAC1M0VST,Central Biddies,14-03-2018,7859,0,Alvin Jenson,EC6ZO52HL81ANX7W
KPN41PJSJ6MAVMEL,4C4ES2FYAC1M0VST,Central Biddies,25-06-2014,6459,0,Alvin Jenson,EC6ZO52HL81ANX7W
ECFE5SZ8E9MQYSHD,4C4ES2FYAC1M0VST,Central Biddies,30-05-2016,9942,0,Alvin Jenson,EC6ZO52HL81ANX7W
ZB3OLI8RLKN01UQP,4C4ES2FYAC1M0VST,Central Biddies,06-04-2017,145,1,Alvin Jenson,EC6ZO52HL81ANX7W
7FD3JM6QQ0INOJYL,4C4ES2FYAC1M0VST,Central Biddies,07-09-2015,4257,0,Alvin Jenson,EC6ZO52HL81ANX7W
1OQUOSXD57H6MM62,4C4ES2FYAC1M0VST,Central Biddies,22-01-2017,3795,0,Alvin Jenson,EC6ZO52HL81ANX7W
PBLJXTFSVDKM5UG3,4C4ES2FYAC1M0VST,Central Biddies,16-09-2016,990,0,Alvin Jenson,EC6ZO52HL81ANX7W
4X7XGS1SL5NNJXQB,4C4ES2FYAC1M0VST,Central Biddies,06-04-2018,8693,1,Alvin Jenson,EC6ZO52HL81ANX7W
J0J3TM28UL3CXV54,4C4ES2FYAC1M0VST,Central Biddies,12-10-2016,8313,0,Alvin Jenson,EC6ZO52HL81ANX7W
W6GW2N9KNGEWZCRT,4C4ES2FYAC1M0VST,Central Biddies,13-03-2018,6843,0,Alvin Jenson,EC6ZO52HL81ANX7W
6ZJ02CK3QORK6QI0,4C4ES2FYAC1M0VST,Central Biddies,03-12-2017,3652,0,Alvin Jenson,EC6ZO52HL81ANX7W
TGLDW6ZQ3384D0TD,4C4ES2FYAC1M0VST,Central Biddies,28-04-2015,1882,1,Alvin Jenson,EC6ZO52HL81ANX7W
8S7ECGRFXNFPYJ3U,4C4ES2FYAC1M0VST,Central Biddies,05-06-2018,4965,0,Alvin Jenson,EC6ZO52HL81ANX7W
WE59O87DATS5WDTO,4C4ES2FYAC1M0VST,Central Biddies,17-06-2017,4263,0,Alvin Jenson,EC6ZO52HL81ANX7W
5QKEY6QSLS05WWYK,4C4ES2FYAC1M0VST,Central Biddies,02-07-2015,5601,1,Alvin Jenson,EC6ZO52HL81ANX7W
DRGI3WTJM79DWWOB,4C4ES2FYAC1M0VST,Central Biddies,17-11-2016,6370,0,Alvin Jenson,EC6ZO52HL81ANX7W
YT8URQWLRT5SMKD6,4C4ES2FYAC1M0VST,Central Biddies,29-10-2018,8488,1,Alvin Jenson,EC6ZO52HL81ANX7W
V3UJHGC6QSP6PHTK,TWP8U7TH2NVXBUH6,Brutal Machines,29-01-2018,9798,0,Alvin Jenson,EC6ZO52HL81ANX7W
3VIMPEJWIAON6LSM,TWP8U7TH2NVXBUH6,Brutal Machines,17-10-2016,2030,0,Alvin Jenson,EC6ZO52HL81ANX7W
CL9UPNBRPWCNQYQA,TWP8U7TH2NVXBUH6,Brutal Machines,05-10-2015,5255,0,Alvin Jenson,EC6ZO52HL81ANX7W
QXD3YOAM3V08PVT2,TWP8U7TH2NVXBUH6,Brutal Machines,14-02-2015,6500,0,Alvin Jenson,EC6ZO52HL81ANX7W
6RR81E7NXSH8UKOI,TWP8U7TH2NVXBUH6,Brutal Machines,07-01-2017,6307,0,Alvin Jenson,EC6ZO52HL81ANX7W
QG8MCEAF7RC1KE4K,TWP8U7TH2NVXBUH6,Brutal Machines,06-08-2015,8788,0,Alvin Jenson,EC6ZO52HL81ANX7W
DCPULQV7JZJGA271,TWP8U7TH2NVXBUH6,Brutal Machines,11-02-2017,1957,0,Alvin Jenson,EC6ZO52HL81ANX7W
1ZWUP2BB268OD4YN,TWP8U7TH2NVXBUH6,Brutal Machines,02-06-2017,1819,1,Alvin Jenson,EC6ZO52HL81ANX7W
L66EDMJTVLRFOY4K,TWP8U7TH2NVXBUH6,Brutal Machines,19-07-2017,7818,0,Alvin Jenson,EC6ZO52HL81ANX7W
ROIWQ0DNXBTZRS5S,TWP8U7TH2NVXBUH6,Brutal Machines,21-06-2017,285,0,Alvin Jenson,EC6ZO52HL81ANX7W
U48JVSD66EDMITDJ,TWP8U7TH2NVXBUH6,Brutal Machines,18-10-2014,7101,0,Alvin Jenson,EC6ZO52HL81ANX7W
8G8I5JY08IRXN59V,TWP8U7TH2NVXBUH6,Brutal Machines,04-10-2015,2243,0,Alvin Jenson,EC6ZO52HL81ANX7W
O8N1H9QYNJFGFP1U,TWP8U7TH2NVXBUH6,Brutal Machines,06-10-2018,1789,0,Alvin Jenson,EC6ZO52HL81ANX7W
ZFEAKLXVM55RFLW1,TWP8U7TH2NVXBUH6,Brutal Machines,23-07-2016,2884,0,Alvin Jenson,EC6ZO52HL81ANX7W
T8NSJWM2Z0UICL7L,TWP8U7TH2NVXBUH6,Brutal Machines,09-10-2018,9789,0,Alvin Jenson,EC6ZO52HL81ANX7W
LP00YGZA9DEJTT3F,TWP8U7TH2NVXBUH6,Brutal Machines,24-02-2017,4100,0,Alvin Jenson,EC6ZO52HL81ANX7W
EZURT0ELAYOZWBWF,TWP8U7TH2NVXBUH6,Brutal Machines,25-09-2014,2854,0,Alvin Jenson,EC6ZO52HL81ANX7W
L0HX4W71JUGM9OZG,TWP8U7TH2NVXBUH6,Brutal Machines,09-12-2015,107,1,Alvin Jenson,EC6ZO52HL81ANX7W
DSERABGV2KHAIJHV,TWP8U7TH2NVXBUH6,Brutal Machines,13-08-2017,3418,0,Alvin Jenson,EC6ZO52HL81ANX7W
EAGJS01F61DIZGYI,TWP8U7TH2NVXBUH6,Brutal Machines,13-01-2015,6759,0,Alvin Jenson,EC6ZO52HL81ANX7W
WZXQ7UIJX43QX72Y,TWP8U7TH2NVXBUH6,Brutal Machines,23-08-2018,3789,1,Alvin Jenson,EC6ZO52HL81ANX7W
SO96PLITJMZ299P3,TWP8U7TH2NVXBUH6,Brutal Machines,18-10-2016,8502,1,Alvin Jenson,EC6ZO52HL81ANX7W
WH4AX9HZPF0D68ST,TWP8U7TH2NVXBUH6,Brutal Machines,09-07-2014,9616,0,Alvin Jenson,EC6ZO52HL81ANX7W
2QUGZ6ZTD4K5NTLU,TWP8U7TH2NVXBUH6,Brutal Machines,22-09-2018,2073,0,Alvin Jenson,EC6ZO52HL81ANX7W
IION6UXN6KWJU9HJ,TWP8U7TH2NVXBUH6,Brutal Machines,15-11-2014,927,0,Alvin Jenson,EC6ZO52HL81ANX7W
C7TUUPFAPTQUXW5M,TWP8U7TH2NVXBUH6,Brutal Machines,17-11-2018,7977,0,Alvin Jenson,EC6ZO52HL81ANX7W
1QXU8KMCEKTN2JBU,TWP8U7TH2NVXBUH6,Brutal Machines,31-08-2014,8166,0,Alvin Jenson,EC6ZO52HL81ANX7W
4XSX307IKLRNUMYJ,NLHIRZ1VOOZYL0UP,Infinite Obsequies,26-08-2015,3150,0,Alvin Jenson,EC6ZO52HL81ANX7W
PQL75DR3CJPG0XM6,NLHIRZ1VOOZYL0UP,Infinite Obsequies,30-01-2017,4659,0,Alvin Jenson,EC6ZO52HL81ANX7W
KMHUK7NLS6HZ1NOC,NLHIRZ1VOOZYL0UP,Infinite Obsequies,18-02-2014,3601,0,Alvin Jenson,EC6ZO52HL81ANX7W
ZXGGON3VYLFOOQGW,NLHIRZ1VOOZYL0UP,Infinite Obsequies,11-07-2016,8775,0,Alvin Jenson,EC6ZO52HL81ANX7W
YXEEDC9OCI7ZE5MW,NLHIRZ1VOOZYL0UP,Infinite Obsequies,24-07-2014,7320,0,Alvin Jenson,EC6ZO52HL81ANX7W
VB271FH22X5C61OZ,NLHIRZ1VOOZYL0UP,Infinite Obsequies,02-01-2017,7498,0,Alvin Jenson,EC6ZO52HL81ANX7W
AMBP7TOPPGUDSN7H,NLHIRZ1VOOZYL0UP,Infinite Obsequies,25-02-2018,1885,1,Alvin Jenson,EC6ZO52HL81ANX7W
KM80TXXFRDL7G3A6,NLHIRZ1VOOZYL0UP,Infinite Obsequies,29-06-2015,9205,0,Alvin Jenson,EC6ZO52HL81ANX7W
DOYXSDCUAJG96BBK,NLHIRZ1VOOZYL0UP,Infinite Obsequies,27-12-2014,7285,0,Alvin Jenson,EC6ZO52HL81ANX7W
169KQ49UOI4YK0TO,NLHIRZ1VOOZYL0UP,Infinite Obsequies,19-12-2016,2275,1,Alvin Jenson,EC6ZO52HL81ANX7W
IIW0CBLSH7UK5J3N,NLHIRZ1VOOZYL0UP,Infinite Obsequies,16-12-2015,4945,0,Alvin Jenson,EC6ZO52HL81ANX7W
BGTRPVA2QM1OOIE3,NLHIRZ1VOOZYL0UP,Infinite Obsequies,08-07-2016,2857,0,Alvin Jenson,EC6ZO52HL81ANX7W
EYKX6LJP09JTBN4U,NLHIRZ1VOOZYL0UP,Infinite Obsequies,23-08-2017,538,1,Alvin Jenson,EC6ZO52HL81ANX7W
4V1GJIRZU7PXXYXU,NLHIRZ1VOOZYL0UP,Infinite Obsequies,03-11-2014,2102,0,Alvin Jenson,EC6ZO52HL81ANX7W
EML5C8TRTW92E0LB,NLHIRZ1VOOZYL0UP,Infinite Obsequies,17-09-2016,8246,1,Alvin Jenson,EC6ZO52HL81ANX7W
DZY10PXKPDXILOCR,NLHIRZ1VOOZYL0UP,Infinite Obsequies,28-03-2014,5386,1,Alvin Jenson,EC6ZO52HL81ANX7W
TFWTV3MJENTOKU4T,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,07-08-2015,9425,0,Alvin Jenson,EC6ZO52HL81ANX7W
7HA4TDN0JEFQ98EQ,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,26-09-2018,372,1,Alvin Jenson,EC6ZO52HL81ANX7W
JGIL8OBMVJCMIJ50,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,07-07-2015,5124,1,Alvin Jenson,EC6ZO52HL81ANX7W
YR6YJ3GINEWZBFZJ,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,04-06-2016,5008,0,Alvin Jenson,EC6ZO52HL81ANX7W
B56PMD5DL2RZSIME,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,24-10-2017,3108,0,Alvin Jenson,EC6ZO52HL81ANX7W
RNXOLLXJ6JEASZHZ,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,29-12-2014,5835,0,Alvin Jenson,EC6ZO52HL81ANX7W
YP0XGU574U4XXVQ2,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,26-09-2018,6629,1,Alvin Jenson,EC6ZO52HL81ANX7W
HBMF1LDYZQSPCLNW,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,09-03-2017,5533,0,Alvin Jenson,EC6ZO52HL81ANX7W
90Q38DSMBLB650WH,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,07-02-2014,5689,0,Alvin Jenson,EC6ZO52HL81ANX7W
I6QTQ3H328MIMQQU,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,23-12-2017,7465,1,Alvin Jenson,EC6ZO52HL81ANX7W
OON9LENYMURDUPJK,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,06-04-2015,3276,0,Alvin Jenson,EC6ZO52HL81ANX7W
0I60EE9J1U8OGME9,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,06-04-2018,565,0,Alvin Jenson,EC6ZO52HL81ANX7W
PF8I6R7MM3ZUXG2Q,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,21-01-2015,7926,0,Alvin Jenson,EC6ZO52HL81ANX7W
W75ZOVIC3NM89J8E,RTAYXWIYHJPV5ZSO,Greenest 105-Degrees-F,24-02-2015,1047,0,Alvin Jenson,EC6ZO52HL81ANX7W
74UCWGP56KP02S12,LQZ174Z8EHVJUM0Z,Diverse Prosperity,13-07-2014,6560,1,Alvin Jenson,EC6ZO52HL81ANX7W
ZKB9XGB0224Y5J0D,LQZ174Z8EHVJUM0Z,Diverse Prosperity,05-11-2017,4410,0,Alvin Jenson,EC6ZO52HL81ANX7W
XER759IJ2ECYZBKZ,LQZ174Z8EHVJUM0Z,Diverse Prosperity,28-10-2014,9537,0,Alvin Jenson,EC6ZO52HL81ANX7W
P8DIG9RFFKONIBUU,LQZ174Z8EHVJUM0Z,Diverse Prosperity,18-08-2016,9681,0,Alvin Jenson,EC6ZO52HL81ANX7W
MP5J2VMDNXJFY8XI,LQZ174Z8EHVJUM0Z,Diverse Prosperity,03-04-2014,7085,0,Alvin Jenson,EC6ZO52HL81ANX7W
OQMD3B41BX8X3ZUT,LQZ174Z8EHVJUM0Z,Diverse Prosperity,16-11-2017,4776,1,Alvin Jenson,EC6ZO52HL81ANX7W
6C0ELNGV2ZAJYVPP,LQZ174Z8EHVJUM0Z,Diverse Prosperity,28-08-2016,7644,1,Alvin Jenson,EC6ZO52HL81ANX7W
L2H1E16PP904TTO6,LQZ174Z8EHVJUM0Z,Diverse Prosperity,02-03-2014,1542,0,Alvin Jenson,EC6ZO52HL81ANX7W
CY05L91ECFXGMKQE,LQZ174Z8EHVJUM0Z,Diverse Prosperity,22-05-2018,2317,0,Alvin Jenson,EC6ZO52HL81ANX7W
MA3NHDUXK80GGASD,LQZ174Z8EHVJUM0Z,Diverse Prosperity,26-08-2017,7445,0,Alvin Jenson,EC6ZO52HL81ANX7W
EREDU9WSJDOHS4XU,LQZ174Z8EHVJUM0Z,Diverse Prosperity,08-10-2018,257,1,Alvin Jenson,EC6ZO52HL81ANX7W
ARCR2L9D0847W9GU,LQZ174Z8EHVJUM0Z,Diverse Prosperity,16-02-2016,3544,1,Alvin Jenson,EC6ZO52HL81ANX7W
ZXBSXK916CI5W7EA,LQZ174Z8EHVJUM0Z,Diverse Prosperity,30-04-2018,4667,0,Alvin Jenson,EC6ZO52HL81ANX7W
YOLIFMQGPFN9WVQL,LQZ174Z8EHVJUM0Z,Diverse Prosperity,22-07-2017,9132,0,Alvin Jenson,EC6ZO52HL81ANX7W
H32C7XUTMOMBKO0V,LQZ174Z8EHVJUM0Z,Diverse Prosperity,14-09-2014,7880,1,Alvin Jenson,EC6ZO52HL81ANX7W
Z3IS95V0F3K96OCQ,LQZ174Z8EHVJUM0Z,Diverse Prosperity,24-09-2015,5537,1,Alvin Jenson,EC6ZO52HL81ANX7W
5VFRF473JEPBVRI8,LQZ174Z8EHVJUM0Z,Diverse Prosperity,15-11-2014,5786,0,Alvin Jenson,EC6ZO52HL81ANX7W
1YMGGNMIUB4MVKL8,LQZ174Z8EHVJUM0Z,Diverse Prosperity,20-04-2014,5781,1,Alvin Jenson,EC6ZO52HL81ANX7W
WP3QS66TZ3R0IU7K,LQZ174Z8EHVJUM0Z,Diverse Prosperity,08-10-2016,4331,0,Alvin Jenson,EC6ZO52HL81ANX7W
4LAPVEHW4G9R9MBJ,LQZ174Z8EHVJUM0Z,Diverse Prosperity,30-01-2017,6233,0,Alvin Jenson,EC6ZO52HL81ANX7W
EOV94NZIT0RMMAXE,LQZ174Z8EHVJUM0Z,Diverse Prosperity,28-10-2016,4724,0,Alvin Jenson,EC6ZO52HL81ANX7W
4O8PU3PIIMDQ3S4B,LQZ174Z8EHVJUM0Z,Diverse Prosperity,20-10-2016,3936,0,Alvin Jenson,EC6ZO52HL81ANX7W
BOLKASYZLSF4SB9C,LQZ174Z8EHVJUM0Z,Diverse Prosperity,24-11-2015,3579,0,Alvin Jenson,EC6ZO52HL81ANX7W
FV3EI7PC0EONJDSQ,LQZ174Z8EHVJUM0Z,Diverse Prosperity,03-08-2014,8997,0,Alvin Jenson,EC6ZO52HL81ANX7W
